periode_tahun,periode_nomor,periode_start,periode_end,kabupaten_kode,kabupaten_nama,harga_lkv,is_locf,is_up,harga_delta,change_pct,harga_lag1,harga_lag2,harga_lag3
2025,21,2025-05-19,2025-05-23,8102,KABUPATEN MALUKU TENGGARA,15500.000,0,0,0.000,0.0000,15500.000,15500.000,15500.000
2025,22,2025-05-26,2025-05-30,8102,KABUPATEN MALUKU TENGGARA,15500.000,0,0,0.000,0.0000,15500.000,15500.000,15500.000
2025,23,2025-06-02,2025-06-06,8102,KABUPATEN MALUKU TENGGARA,16500.000,0,1,1000.000,6.4516,15500.000,15500.000,15500.000
2025,24,2025-06-09,2025-06-13,8102,KABUPATEN MALUKU TENGGARA,16500.000,0,0,0.000,0.0000,16500.000,15500.000,15500.000
2025,25,2025-06-16,2025-06-20,8102,KABUPATEN MALUKU TENGGARA,16500.000,0,0,0.000,0.0000,16500.000,16500.000,15500.000
2025,26,2025-06-23,2025-06-27,8102,KABUPATEN MALUKU TENGGARA,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,27,2025-06-30,2025-07-04,8102,KABUPATEN MALUKU TENGGARA,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,28,2025-07-07,2025-07-11,8102,KABUPATEN MALUKU TENGGARA,17000.000,0,1,500.000,3.0303,16500.000,16500.000,16500.000
2025,29,2025-07-14,2025-07-18,8102,KABUPATEN MALUKU TENGGARA,17500.000,0,1,500.000,2.9412,17000.000,16500.000,16500.000
2025,30,2025-07-21,2025-07-25,8102,KABUPATEN MALUKU TENGGARA,17000.000,0,0,-500.000,-2.8571,17500.000,17000.000,16500.000
2025,31,2025-07-28,2025-08-01,8102,KABUPATEN MALUKU TENGGARA,17000.000,0,0,0.000,0.0000,17000.000,17500.000,17000.000
2025,32,2025-08-04,2025-08-08,8102,KABUPATEN MALUKU TENGGARA,17000.000,0,0,0.000,0.0000,17000.000,17000.000,17500.000
2025,33,2025-08-11,2025-08-15,8102,KABUPATEN MALUKU TENGGARA,17000.000,0,0,0.000,0.0000,17000.000,17000.000,17000.000
2025,34,2025-08-18,2025-08-22,8102,KABUPATEN MALUKU TENGGARA,16833.000,0,0,-167.000,-0.9824,17000.000,17000.000,17000.000
2025,35,2025-08-25,2025-08-29,8102,KABUPATEN MALUKU TENGGARA,17333.000,0,1,500.000,2.9704,16833.000,17000.000,17000.000
2025,36,2025-09-01,2025-09-05,8102,KABUPATEN MALUKU TENGGARA,18000.000,0,1,667.000,3.8482,17333.000,16833.000,17000.000
2025,37,2025-09-08,2025-09-12,8102,KABUPATEN MALUKU TENGGARA,18000.000,0,0,0.000,0.0000,18000.000,17333.000,16833.000
2025,38,2025-09-15,2025-09-19,8102,KABUPATEN MALUKU TENGGARA,18000.000,0,0,0.000,0.0000,18000.000,18000.000,17333.000
2025,39,2025-09-22,2025-09-26,8102,KABUPATEN MALUKU TENGGARA,17667.000,0,0,-333.000,-1.8500,18000.000,18000.000,18000.000
2025,40,2025-09-29,2025-10-03,8102,KABUPATEN MALUKU TENGGARA,16917.000,0,0,-750.000,-4.2452,17667.000,18000.000,18000.000
2025,41,2025-10-06,2025-10-10,8102,KABUPATEN MALUKU TENGGARA,17000.000,0,1,83.000,0.4906,16917.000,17667.000,18000.000
2025,42,2025-10-13,2025-10-17,8102,KABUPATEN MALUKU TENGGARA,17000.000,0,0,0.000,0.0000,17000.000,16917.000,17667.000
2025,43,2025-10-20,2025-10-24,8102,KABUPATEN MALUKU TENGGARA,17000.000,0,0,0.000,0.0000,17000.000,17000.000,16917.000
2025,44,2025-10-27,2025-10-31,8102,KABUPATEN MALUKU TENGGARA,17000.000,0,0,0.000,0.0000,17000.000,17000.000,17000.000
2025,45,2025-11-03,2025-11-07,8102,KABUPATEN MALUKU TENGGARA,16667.000,0,0,-333.000,-1.9588,17000.000,17000.000,17000.000
2025,46,2025-11-10,2025-11-14,8102,KABUPATEN MALUKU TENGGARA,16500.000,0,0,-167.000,-1.0020,16667.000,17000.000,17000.000
2025,47,2025-11-17,2025-11-21,8102,KABUPATEN MALUKU TENGGARA,16500.000,0,0,0.000,0.0000,16500.000,16667.000,17000.000
2025,48,2025-11-24,2025-11-28,8102,KABUPATEN MALUKU TENGGARA,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16667.000
2025,49,2025-12-01,2025-12-05,8102,KABUPATEN MALUKU TENGGARA,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,50,2025-12-08,2025-12-12,8102,KABUPATEN MALUKU TENGGARA,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,51,2025-12-15,2025-12-19,8102,KABUPATEN MALUKU TENGGARA,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,52,2025-12-22,2025-12-26,8102,KABUPATEN MALUKU TENGGARA,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2026,1,2025-12-29,2026-01-02,8102,KABUPATEN MALUKU TENGGARA,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2026,2,2026-01-05,2026-01-09,8102,KABUPATEN MALUKU TENGGARA,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2026,3,2026-01-12,2026-01-16,8102,KABUPATEN MALUKU TENGGARA,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2026,4,2026-01-19,2026-01-23,8102,KABUPATEN MALUKU TENGGARA,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2026,5,2026-01-26,2026-01-30,8102,KABUPATEN MALUKU TENGGARA,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2026,6,2026-02-02,2026-02-06,8102,KABUPATEN MALUKU TENGGARA,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2026,7,2026-02-09,2026-02-13,8102,KABUPATEN MALUKU TENGGARA,16167.000,0,0,-333.000,-2.0182,16500.000,16500.000,16500.000
2026,8,2026-02-16,2026-02-20,8102,KABUPATEN MALUKU TENGGARA,16167.000,0,0,0.000,0.0000,16167.000,16500.000,16500.000
2026,9,2026-02-23,2026-02-27,8102,KABUPATEN MALUKU TENGGARA,16167.000,0,0,0.000,0.0000,16167.000,16167.000,16500.000
2026,10,2026-03-02,2026-03-06,8102,KABUPATEN MALUKU TENGGARA,16167.000,0,0,0.000,0.0000,16167.000,16167.000,16167.000
2026,11,2026-03-09,2026-03-13,8102,KABUPATEN MALUKU TENGGARA,16000.000,0,0,-167.000,-1.0330,16167.000,16167.000,16167.000
2026,12,2026-03-16,2026-03-20,8102,KABUPATEN MALUKU TENGGARA,16000.000,0,0,0.000,0.0000,16000.000,16167.000,16167.000
2026,13,2026-03-23,2026-03-27,8102,KABUPATEN MALUKU TENGGARA,16000.000,0,0,0.000,0.0000,16000.000,16000.000,16167.000
2026,14,2026-03-30,2026-04-03,8102,KABUPATEN MALUKU TENGGARA,16000.000,0,0,0.000,0.0000,16000.000,16000.000,16000.000
2026,15,2026-04-06,2026-04-10,8102,KABUPATEN MALUKU TENGGARA,16000.000,0,0,0.000,0.0000,16000.000,16000.000,16000.000
2026,16,2026-04-13,2026-04-17,8102,KABUPATEN MALUKU TENGGARA,16000.000,0,0,0.000,0.0000,16000.000,16000.000,16000.000
2026,17,2026-04-20,2026-04-24,8102,KABUPATEN MALUKU TENGGARA,16000.000,0,0,0.000,0.0000,16000.000,16000.000,16000.000
2026,18,2026-04-27,2026-05-01,8102,KABUPATEN MALUKU TENGGARA,16000.000,0,0,0.000,0.0000,16000.000,16000.000,16000.000
2026,19,2026-05-04,2026-05-08,8102,KABUPATEN MALUKU TENGGARA,16000.000,0,0,0.000,0.0000,16000.000,16000.000,16000.000
2026,20,2026-05-11,2026-05-15,8102,KABUPATEN MALUKU TENGGARA,16000.000,0,0,0.000,0.0000,16000.000,16000.000,16000.000
2024,5,2024-01-29,2024-02-02,8103,KABUPATEN KEPULAUAN TANIMBAR,15500.000,0,,,,,,
2024,6,2024-02-05,2024-02-09,8103,KABUPATEN KEPULAUAN TANIMBAR,15000.000,0,0,-500.000,-3.2258,15500.000,,
2024,7,2024-02-12,2024-02-16,8103,KABUPATEN KEPULAUAN TANIMBAR,15000.000,0,0,0.000,0.0000,15000.000,15500.000,
2024,8,2024-02-19,2024-02-23,8103,KABUPATEN KEPULAUAN TANIMBAR,15000.000,0,0,0.000,0.0000,15000.000,15000.000,15500.000
2024,9,2024-02-26,2024-03-01,8103,KABUPATEN KEPULAUAN TANIMBAR,15000.000,0,0,0.000,0.0000,15000.000,15000.000,15000.000
2024,10,2024-03-04,2024-03-08,8103,KABUPATEN KEPULAUAN TANIMBAR,17000.000,0,1,2000.000,13.3333,15000.000,15000.000,15000.000
2024,11,2024-03-11,2024-03-15,8103,KABUPATEN KEPULAUAN TANIMBAR,18000.000,0,1,1000.000,5.8824,17000.000,15000.000,15000.000
2024,12,2024-03-18,2024-03-22,8103,KABUPATEN KEPULAUAN TANIMBAR,18000.000,0,0,0.000,0.0000,18000.000,17000.000,15000.000
2024,13,2024-03-25,2024-03-29,8103,KABUPATEN KEPULAUAN TANIMBAR,18000.000,0,0,0.000,0.0000,18000.000,18000.000,17000.000
2024,14,2024-04-01,2024-04-05,8103,KABUPATEN KEPULAUAN TANIMBAR,18000.000,0,0,0.000,0.0000,18000.000,18000.000,18000.000
2024,15,2024-04-08,2024-04-12,8103,KABUPATEN KEPULAUAN TANIMBAR,18000.000,0,0,0.000,0.0000,18000.000,18000.000,18000.000
2024,16,2024-04-15,2024-04-19,8103,KABUPATEN KEPULAUAN TANIMBAR,18000.000,0,0,0.000,0.0000,18000.000,18000.000,18000.000
2024,17,2024-04-22,2024-04-26,8103,KABUPATEN KEPULAUAN TANIMBAR,18000.000,0,0,0.000,0.0000,18000.000,18000.000,18000.000
2024,18,2024-04-29,2024-05-03,8103,KABUPATEN KEPULAUAN TANIMBAR,18000.000,0,0,0.000,0.0000,18000.000,18000.000,18000.000
2024,19,2024-05-06,2024-05-10,8103,KABUPATEN KEPULAUAN TANIMBAR,18000.000,0,0,0.000,0.0000,18000.000,18000.000,18000.000
2024,20,2024-05-13,2024-05-17,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,-1500.000,-8.3333,18000.000,18000.000,18000.000
2024,21,2024-05-20,2024-05-24,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,18000.000,18000.000
2024,22,2024-05-27,2024-05-31,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,18000.000
2024,23,2024-06-03,2024-06-07,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,24,2024-06-10,2024-06-14,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,25,2024-06-17,2024-06-21,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,26,2024-06-24,2024-06-28,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,27,2024-07-01,2024-07-05,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,28,2024-07-08,2024-07-12,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,29,2024-07-15,2024-07-19,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,30,2024-07-22,2024-07-26,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,31,2024-07-29,2024-08-02,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,32,2024-08-05,2024-08-09,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,33,2024-08-12,2024-08-16,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,34,2024-08-19,2024-08-23,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,35,2024-08-26,2024-08-30,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,36,2024-09-02,2024-09-06,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,37,2024-09-09,2024-09-13,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,38,2024-09-16,2024-09-20,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,39,2024-09-23,2024-09-27,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,40,2024-09-30,2024-10-04,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,41,2024-10-07,2024-10-11,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,42,2024-10-14,2024-10-18,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,43,2024-10-21,2024-10-25,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,44,2024-10-28,2024-11-01,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,45,2024-11-04,2024-11-08,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,46,2024-11-11,2024-11-15,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,47,2024-11-18,2024-11-22,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,48,2024-11-25,2024-11-29,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,49,2024-12-02,2024-12-06,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,50,2024-12-09,2024-12-13,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,51,2024-12-16,2024-12-20,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2024,52,2024-12-23,2024-12-27,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,1,2024-12-30,2025-01-03,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,2,2025-01-06,2025-01-10,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,3,2025-01-13,2025-01-17,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,4,2025-01-20,2025-01-24,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,5,2025-01-27,2025-01-31,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,6,2025-02-03,2025-02-07,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,7,2025-02-10,2025-02-14,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,8,2025-02-17,2025-02-21,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,9,2025-02-24,2025-02-28,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,10,2025-03-03,2025-03-07,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,11,2025-03-10,2025-03-14,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,12,2025-03-17,2025-03-21,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,13,2025-03-24,2025-03-28,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,14,2025-03-31,2025-04-04,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,15,2025-04-07,2025-04-11,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,16,2025-04-14,2025-04-18,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,17,2025-04-21,2025-04-25,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,18,2025-04-28,2025-05-02,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,19,2025-05-05,2025-05-09,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,20,2025-05-12,2025-05-16,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,21,2025-05-19,2025-05-23,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,22,2025-05-26,2025-05-30,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,23,2025-06-02,2025-06-06,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,24,2025-06-09,2025-06-13,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,25,2025-06-16,2025-06-20,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,26,2025-06-23,2025-06-27,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,27,2025-06-30,2025-07-04,8103,KABUPATEN KEPULAUAN TANIMBAR,16500.000,0,0,0.000,0.0000,16500.000,16500.000,16500.000
2025,28,2025-07-07,2025-07-11,8103,KABUPATEN KEPULAUAN TANIMBAR,18000.000,0,1,1500.000,9.0909,16500.000,16500.000,16500.000
2025,29,2025-07-14,2025-07-18,8103,KABUPATEN KEPULAUAN TANIMBAR,18000.000,0,0,0.000,0.0000,18000.000,16500.000,16500.000
2025,30,2025-07-21,2025-07-25,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,-500.000,-2.7778,18000.000,18000.000,16500.000
2025,31,2025-07-28,2025-08-01,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,18000.000,18000.000
2025,32,2025-08-04,2025-08-08,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,18000.000
2025,33,2025-08-11,2025-08-15,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,34,2025-08-18,2025-08-22,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,35,2025-08-25,2025-08-29,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,36,2025-09-01,2025-09-05,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,37,2025-09-08,2025-09-12,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,38,2025-09-15,2025-09-19,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,39,2025-09-22,2025-09-26,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,40,2025-09-29,2025-10-03,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,41,2025-10-06,2025-10-10,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,42,2025-10-13,2025-10-17,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,43,2025-10-20,2025-10-24,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,44,2025-10-27,2025-10-31,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,45,2025-11-03,2025-11-07,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,46,2025-11-10,2025-11-14,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,47,2025-11-17,2025-11-21,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,48,2025-11-24,2025-11-28,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,49,2025-12-01,2025-12-05,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,50,2025-12-08,2025-12-12,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,51,2025-12-15,2025-12-19,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2025,52,2025-12-22,2025-12-26,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2026,1,2025-12-29,2026-01-02,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2026,2,2026-01-05,2026-01-09,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2026,3,2026-01-12,2026-01-16,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2026,4,2026-01-19,2026-01-23,8103,KABUPATEN KEPULAUAN TANIMBAR,17750.000,0,1,250.000,1.4286,17500.000,17500.000,17500.000
2026,5,2026-01-26,2026-01-30,8103,KABUPATEN KEPULAUAN TANIMBAR,17750.000,0,0,0.000,0.0000,17750.000,17500.000,17500.000
2026,6,2026-02-02,2026-02-06,8103,KABUPATEN KEPULAUAN TANIMBAR,18000.000,0,1,250.000,1.4085,17750.000,17750.000,17500.000
2026,7,2026-02-09,2026-02-13,8103,KABUPATEN KEPULAUAN TANIMBAR,18000.000,0,0,0.000,0.0000,18000.000,17750.000,17750.000
2026,8,2026-02-16,2026-02-20,8103,KABUPATEN KEPULAUAN TANIMBAR,18000.000,0,0,0.000,0.0000,18000.000,18000.000,17750.000
2026,9,2026-02-23,2026-02-27,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,-500.000,-2.7778,18000.000,18000.000,18000.000
2026,10,2026-03-02,2026-03-06,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,18000.000,18000.000
2026,11,2026-03-09,2026-03-13,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,18000.000
2026,12,2026-03-16,2026-03-20,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2026,13,2026-03-23,2026-03-27,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2026,14,2026-03-30,2026-04-03,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2026,15,2026-04-06,2026-04-10,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2026,16,2026-04-13,2026-04-17,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2026,17,2026-04-20,2026-04-24,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2026,18,2026-04-27,2026-05-01,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2026,19,2026-05-04,2026-05-08,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2026,20,2026-05-11,2026-05-15,8103,KABUPATEN KEPULAUAN TANIMBAR,17500.000,0,0,0.000,0.0000,17500.000,17500.000,17500.000
2024,5,2024-01-29,2024-02-02,8104,KABUPATEN BURU,14000.000,0,,,,,,
2024,6,2024-02-05,2024-02-09,8104,KABUPATEN BURU,14000.000,0,0,0.000,0.0000,14000.000,,
2024,7,2024-02-12,2024-02-16,8104,KABUPATEN BURU,14000.000,0,0,0.000,0.0000,14000.000,14000.000,
2024,8,2024-02-19,2024-02-23,8104,KABUPATEN BURU,14000.000,0,0,0.000,0.0000,14000.000,14000.000,14000.000
2024,9,2024-02-26,2024-03-01,8104,KABUPATEN BURU,14000.000,0,0,0.000,0.0000,14000.000,14000.000,14000.000
2024,10,2024-03-04,2024-03-08,8104,KABUPATEN BURU,14000.000,0,0,0.000,0.0000,14000.000,14000.000,14000.000
2024,11,2024-03-11,2024-03-15,8104,KABUPATEN BURU,14000.000,0,0,0.000,0.0000,14000.000,14000.000,14000.000
2024,12,2024-03-18,2024-03-22,8104,KABUPATEN BURU,14000.000,0,0,0.000,0.0000,14000.000,14000.000,14000.000
2024,13,2024-03-25,2024-03-29,8104,KABUPATEN BURU,15000.000,0,1,1000.000,7.1429,14000.000,14000.000,14000.000
2024,14,2024-04-01,2024-04-05,8104,KABUPATEN BURU,15000.000,0,0,0.000,0.0000,15000.000,14000.000,14000.000
2024,15,2024-04-08,2024-04-12,8104,KABUPATEN BURU,15000.000,0,0,0.000,0.0000,15000.000,15000.000,14000.000
